Datetime,Adj Close_USDJPY=X,Close_USDJPY=X,High_USDJPY=X,Low_USDJPY=X,Open_USDJPY=X,Volume_USDJPY=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,130.9029998779297,130.9029998779297,131.04100036621094,130.85000610351562,130.88600158691406,0,,,,
2023-01-02 01:00:00+00:00,130.91799926757812,130.91799926757812,130.95700073242188,130.82699584960938,130.906005859375,0,,,,
2023-01-02 02:00:00+00:00,131.0019989013672,131.0019989013672,131.0070037841797,130.89700317382812,130.91000366210938,0,,,,
2023-01-02 03:00:00+00:00,130.89700317382812,130.89700317382812,131.0030059814453,130.87399291992188,130.9929962158203,0,,,,
2023-01-02 04:00:00+00:00,130.89500427246094,130.89500427246094,130.9320068359375,130.86599731445312,130.88999938964844,0,,,,
2023-01-02 05:00:00+00:00,130.92799377441406,130.92799377441406,130.96099853515625,130.86099243164062,130.91099548339844,0,,,,
2023-01-02 06:00:00+00:00,130.93699645996094,130.93699645996094,130.98500061035156,130.8800048828125,130.9199981689453,0,,,,
2023-01-02 07:00:00+00:00,130.9409942626953,130.9409942626953,130.97300720214844,130.89500427246094,130.93899536132812,0,,,,
2023-01-02 08:00:00+00:00,130.92599487304688,130.92599487304688,130.95899963378906,130.8800048828125,130.93499755859375,0,,,,
2023-01-02 09:00:00+00:00,130.86700439453125,130.86700439453125,130.95399475097656,130.82000732421875,130.91799926757812,0,,,,
2023-01-02 10:00:00+00:00,130.77099609375,130.77099609375,130.8780059814453,130.7270050048828,130.85000610351562,0,,,,
2023-01-02 11:00:00+00:00,130.7530059814453,130.7530059814453,130.8780059814453,130.74000549316406,130.77000427246094,0,,,,
2023-01-02 12:00:00+00:00,130.71800231933594,130.71800231933594,130.79600524902344,130.6790008544922,130.7519989013672,0,,,,
2023-01-02 13:00:00+00:00,130.63099670410156,130.63099670410156,130.7480010986328,130.59800720214844,130.72000122070312,0,,17.97291415233805,,
2023-01-02 14:00:00+00:00,130.71499633789062,130.71499633789062,130.77099609375,130.60299682617188,130.6300048828125,0,,33.52492081770525,,
2023-01-02 15:00:00+00:00,130.7740020751953,130.7740020751953,130.83099365234375,130.67799377441406,130.68699645996094,0,,41.86329024352502,,
2023-01-02 16:00:00+00:00,130.73800659179688,130.73800659179688,130.84300231933594,130.6479949951172,130.7740020751953,0,,38.67613113137841,,
2023-01-02 17:00:00+00:00,130.76699829101562,130.76699829101562,130.80999755859375,130.697998046875,130.7239990234375,0,,42.474860960416535,,
2023-01-02 18:00:00+00:00,130.7689971923828,130.7689971923828,130.78900146484375,130.7169952392578,130.77099609375,0,,42.738236813522136,,
2023-01-02 19:00:00+00:00,130.7259979248047,130.7259979248047,130.781005859375,130.70199584960938,130.77000427246094,0,,38.639891455840235,131.0288916358557,130.6287072410974
2023-01-02 20:00:00+00:00,130.7169952392578,130.7169952392578,130.73800659179688,130.7010040283203,130.7259979248047,0,,37.82211709094677,131.02220541006307,130.61679300302285
2023-01-02 21:00:00+00:00,130.7899932861328,130.7899932861328,130.7899932861328,130.60899353027344,130.72900390625,0,,47.520722394983714,131.01098679769075,130.61521101725066
2023-01-02 22:00:00+00:00,130.69900512695312,130.69900512695312,130.8300018310547,130.69200134277344,130.73500061035156,0,,39.29351325126539,130.9815476975949,130.61435073990512
2023-01-02 23:00:00+00:00,130.7779998779297,130.7779998779297,131.4029998779297,130.50999450683594,130.70599365234375,0,,47.7510703873578,130.9699991708829,130.61399893702725
2023-01-03 00:00:00+00:00,130.6060028076172,130.6060028076172,130.9029998779297,130.5500030517578,130.7899932861328,0,,35.993013676280455,130.96634974575892,130.58874821566684
2023-01-03 01:00:00+00:00,130.1439971923828,130.1439971923828,130.71400451660156,129.8090057373047,130.60400390625,0,,21.02026541740578,131.06277182188038,130.41392648134226
2023-01-03 02:00:00+00:00,129.91600036621094,129.91600036621094,130.30499267578125,129.75999450683594,130.1479949951172,0,,17.21448607960052,131.15866448468537,130.21593420916227
2023-01-03 03:00:00+00:00,129.7779998779297,129.7779998779297,129.98399353027344,129.64999389648438,129.9199981689453,0,,15.397348338747321,131.23010920745108,130.02819004792
2023-01-03 04:00:00+00:00,129.5919952392578,129.5919952392578,129.7989959716797,129.48699951171875,129.7779998779297,0,,13.351588858360273,131.29788916861554,129.82701012337662
2023-01-03 05:00:00+00:00,129.81399536132812,129.81399536132812,129.95199584960938,129.52000427246094,129.5919952392578,0,,25.99051413531133,131.29927310490373,129.72032528376812
2023-01-03 06:00:00+00:00,129.83599853515625,129.83599853515625,130.05999755859375,129.58999633789062,129.81300354003906,0,,27.12511786781687,131.29472446496544,129.63137416784707
2023-01-03 07:00:00+00:00,130.11099243164062,130.11099243164062,130.2519989013672,129.75,129.8419952392578,0,,39.58999734954151,131.26493639377318,129.59696088405886
2023-01-03 08:00:00+00:00,130.77000427246094,130.77000427246094,130.96099853515625,130.07000732421875,130.1060028076172,0,,58.09032316581893,131.27141526213563,129.59568221100892
2023-01-03 09:00:00+00:00,130.41600036621094,130.41600036621094,130.802001953125,130.27999877929688,130.77999877929688,0,,49.3477821101214,131.25575902045733,129.58983881889816
2023-01-03 10:00:00+00:00,130.68499755859375,130.68499755859375,130.73599243164062,130.33999633789062,130.4040069580078,0,,54.9019161204988,131.2522546288861,129.59034333253967
2023-01-03 11:00:00+00:00,130.87399291992188,130.87399291992188,130.88699340820312,130.60000610351562,130.68499755859375,0,,58.356922005324826,131.26683036261295,129.5857666832855
2023-01-03 12:00:00+00:00,130.9709930419922,130.9709930419922,131.197998046875,130.80999755859375,130.87100219726562,0,,60.04864044669841,131.3015779667533,129.57431772416464
2023-01-03 13:00:00+00:00,130.65499877929688,130.65499877929688,131.0050048828125,130.55999755859375,130.97500610351562,0,,52.55804920540503,131.28879339057613,129.57590234916995
2023-01-03 14:00:00+00:00,130.18899536132812,130.18899536132812,130.7949981689453,130.02999877929688,130.6510009765625,0,,43.86744706707688,131.25147067277956,129.5552248838611
2023-01-03 15:00:00+00:00,130.73699951171875,130.73699951171875,130.9320068359375,130.14999389648438,130.1820068359375,0,,53.58669303421257,131.25287094686934,129.55492476846268
2023-01-03 16:00:00+00:00,130.83099365234375,130.83099365234375,131.10699462890625,130.60000610351562,130.73899841308594,0,,55.02512511232844,131.2683768647587,129.55081869188194
2023-01-03 17:00:00+00:00,130.79200744628906,130.79200744628906,130.8820037841797,130.6999969482422,130.83200073242188,0,,54.273793094180384,131.2686564370416,129.55074053561464
2023-01-03 18:00:00+00:00,130.61700439453125,130.61700439453125,130.81199645996094,130.57000732421875,130.78199768066406,0,,50.91316622182479,131.25976295455723,129.55143394485685
2023-01-03 19:00:00+00:00,130.7790069580078,130.7790069580078,130.78900146484375,130.5399932861328,130.61700439453125,0,,53.76708956011816,131.25990123084807,129.5513963765738
2023-01-03 20:00:00+00:00,130.9600067138672,130.9600067138672,130.96499633789062,130.72000122070312,130.77499389648438,0,,56.78985073432061,131.30761604847604,129.53908194957083
2023-01-03 21:00:00+00:00,131.01400756835938,131.01400756835938,131.03599548339844,130.86000061035156,130.95599365234375,0,,57.67888205029245,131.37708413424588,129.55661490139863
2023-01-03 22:00:00+00:00,130.9759979248047,130.9759979248047,131.0500030517578,130.9340057373047,130.99099731445312,0,,56.793144501225484,131.41898818992888,129.620710601575
