Datetime,Adj Close_EURUSD=X,Close_EURUSD=X,High_EURUSD=X,Low_EURUSD=X,Open_EURUSD=X,Volume_EURUSD=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,1.0708931684494019,1.0708931684494019,1.0711225271224976,1.0698620080947876,1.0700910091400146,0,,,,
2023-01-02 01:00:00+00:00,1.0706638097763062,1.0706638097763062,1.071237325668335,1.0700910091400146,1.0710078477859497,0,,,,
2023-01-02 02:00:00+00:00,1.0704345703125,1.0704345703125,1.0704345703125,1.06963312625885,1.0704345703125,0,,,,
2023-01-02 03:00:00+00:00,1.0708931684494019,1.0708931684494019,1.0708931684494019,1.0700910091400146,1.0705492496490479,0,,,,
2023-01-02 04:00:00+00:00,1.0700910091400146,1.0700910091400146,1.0711225271224976,1.0698620080947876,1.070778489112854,0,,,,
2023-01-02 05:00:00+00:00,1.069290041923523,1.069290041923523,1.0699764490127563,1.0691757202148438,1.0697474479675293,0,,,,
2023-01-02 06:00:00+00:00,1.0687185525894165,1.0687185525894165,1.0702054500579834,1.0686043500900269,1.0694043636322021,0,,,,
2023-01-02 07:00:00+00:00,1.0681477785110474,1.0681477785110474,1.0694043636322021,1.066894292831421,1.0684902667999268,0,,,,
2023-01-02 08:00:00+00:00,1.068261981010437,1.068261981010437,1.069290041923523,1.0673497915267944,1.0686043500900269,0,,,,
2023-01-02 09:00:00+00:00,1.0681477785110474,1.0681477785110474,1.0698620080947876,1.0680338144302368,1.0681477785110474,0,,,,
2023-01-02 10:00:00+00:00,1.068376064300537,1.068376064300537,1.0691757202148438,1.0678056478500366,1.0681477785110474,0,,,,
2023-01-02 11:00:00+00:00,1.0688328742980957,1.0688328742980957,1.0689470767974854,1.068376064300537,1.0688328742980957,0,,,,
2023-01-02 12:00:00+00:00,1.068376064300537,1.068376064300537,1.0690613985061646,1.068376064300537,1.0688328742980957,0,,,,
2023-01-02 13:00:00+00:00,1.068261981010437,1.068261981010437,1.0688328742980957,1.068261981010437,1.0684902667999268,0,,26.865754987249417,,
2023-01-02 14:00:00+00:00,1.067463755607605,1.067463755607605,1.0684902667999268,1.067463755607605,1.068261981010437,0,,21.250875614019918,,
2023-01-02 15:00:00+00:00,1.0663254261016846,1.0663254261016846,1.0678056478500366,1.0663254261016846,1.0675777196884155,0,,16.08728980937795,,
2023-01-02 16:00:00+00:00,1.065757155418396,1.065757155418396,1.067121982574463,1.0654165744781494,1.0665528774261475,0,,14.22859332450993,,
2023-01-02 17:00:00+00:00,1.0666667222976685,1.0666667222976685,1.0666667222976685,1.065757155418396,1.065757155418396,0,,28.473418689652803,,
