Datetime,Adj Close_AUDUSD=X,Close_AUDUSD=X,High_AUDUSD=X,Low_AUDUSD=X,Open_AUDUSD=X,Volume_AUDUSD=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,0.6814774870872498,0.6814774870872498,0.6823377013206482,0.6808279156684875,0.6820816993713379,0,,,,
2023-01-02 01:00:00+00:00,0.6811525225639343,0.6811525225639343,0.681570291519165,0.6811061501502991,0.6814774870872498,0,,,,
2023-01-02 02:00:00+00:00,0.6809669733047485,0.6809669733047485,0.6811988949775696,0.680874228477478,0.6811525225639343,0,,,,
2023-01-02 03:00:00+00:00,0.6811061501502991,0.6811061501502991,0.6811525225639343,0.680874228477478,0.680874228477478,0,,,,
2023-01-02 04:00:00+00:00,0.681059718132019,0.681059718132019,0.6811061501502991,0.6807815432548523,0.681059718132019,0,,,,
2023-01-02 05:00:00+00:00,0.6808279156684875,0.6808279156684875,0.681059718132019,0.6806888580322266,0.681059718132019,0,,,,
2023-01-02 06:00:00+00:00,0.6807815432548523,0.6807815432548523,0.681059718132019,0.6806888580322266,0.6806888580322266,0,,,,
2023-01-02 07:00:00+00:00,0.6806888580322266,0.6806888580322266,0.6807815432548523,0.6805036067962646,0.6807815432548523,0,,,,
2023-01-02 08:00:00+00:00,0.6807491183280945,0.6807491183280945,0.6815192699432373,0.680272102355957,0.6805961728096008,0,,,,
2023-01-02 09:00:00+00:00,0.6797819137573242,0.6797819137573242,0.6807073950767517,0.6795186400413513,0.6805081963539124,0,,,,
2023-01-02 10:00:00+00:00,0.6798003911972046,0.6798003911972046,0.6807398200035095,0.679671049118042,0.6797819137573242,0,,,,
2023-01-02 11:00:00+00:00,0.6808093190193176,0.6808093190193176,0.6808418035507202,0.679671049118042,0.679818868637085,0,,,,
2023-01-02 12:00:00+00:00,0.681059718132019,0.681059718132019,0.6813520789146423,0.6803091168403625,0.6807907819747925,0,,,,
2023-01-02 13:00:00+00:00,0.6809576749801636,0.6809576749801636,0.6811015009880066,0.6804711222648621,0.6811015009880066,0,,48.988771663298955,,
2023-01-02 14:00:00+00:00,0.6815517544746399,0.6815517544746399,0.681760847568512,0.6807815432548523,0.6809762716293335,0,,59.37995699972361,,
2023-01-02 15:00:00+00:00,0.6821793913841248,0.6821793913841248,0.6821793913841248,0.6813845634460449,0.6815378069877625,0,,67.02289637657333,,
2023-01-02 16:00:00+00:00,0.681760847568512,0.681760847568512,0.6823284029960632,0.6816632747650146,0.6821793913841248,0,,59.044483592803495,,
2023-01-02 17:00:00+00:00,0.6819607615470886,0.6819607615470886,0.6820491552352905,0.6814774870872498,0.6817794442176819,0,,61.40758409799307,,
2023-01-02 18:00:00+00:00,0.6812916994094849,0.6812916994094849,0.6820305585861206,0.6812453269958496,0.6819189190864563,0,,50.83581735604877,,
2023-01-02 19:00:00+00:00,0.6814681887626648,0.6814681887626648,0.6818305850028992,0.6809669733047485,0.681570291519165,0,,53.12813368445722,0.6822435952898027,0.6798995993856429
2023-01-02 20:00:00+00:00,0.6813845634460449,0.6813845634460449,0.6815982460975647,0.6809669733047485,0.6815099716186523,0,,51.89348746843855,0.6822331986040566,0.6799007037072684
2023-01-02 21:00:00+00:00,0.6808279156684875,0.6808279156684875,0.6809206008911133,0.6800407767295837,0.6809206008911133,0,,44.48310751581814,0.6822207817127938,0.6798806599089867
