Datetime,Adj Close_USDCAD=X,Close_USDCAD=X,High_USDCAD=X,Low_USDCAD=X,Open_USDCAD=X,Volume_USDCAD=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,1.3523900508880615,1.3523900508880615,1.3535000085830688,1.3519999980926514,1.3528000116348267,0,,,,
2023-01-02 01:00:00+00:00,1.3525099754333496,1.3525099754333496,1.3532999753952026,1.3519999980926514,1.3524999618530273,0,,,,
2023-01-02 02:00:00+00:00,1.354099988937378,1.354099988937378,1.354099988937378,1.3521000146865845,1.3529000282287598,0,,,,
2023-01-02 03:00:00+00:00,1.354699969291687,1.354699969291687,1.3559999465942383,1.354200005531311,1.354200005531311,0,,,,
2023-01-02 04:00:00+00:00,1.3553999662399292,1.3553999662399292,1.3555999994277954,1.3553999662399292,1.3553999662399292,0,,,,
2023-01-02 05:00:00+00:00,1.354699969291687,1.354699969291687,1.355299949645996,1.354200005531311,1.355299949645996,0,,,,
2023-01-02 06:00:00+00:00,1.355299949645996,1.355299949645996,1.3553999662399292,1.3539999723434448,1.3545399904251099,0,,,,
2023-01-02 07:00:00+00:00,1.354200005531311,1.354200005531311,1.3558000326156616,1.3538000583648682,1.3549000024795532,0,,,,
2023-01-02 08:00:00+00:00,1.354390025138855,1.354390025138855,1.3555999994277954,1.3535000085830688,1.354200005531311,0,,,,
2023-01-02 09:00:00+00:00,1.3558599948883057,1.3558599948883057,1.3562999963760376,1.3532999753952026,1.3544600009918213,0,,,,
2023-01-02 10:00:00+00:00,1.3561099767684937,1.3561099767684937,1.3563799858093262,1.3552600145339966,1.3558399677276611,0,,,,
2023-01-02 11:00:00+00:00,1.3569999933242798,1.3569999933242798,1.357300043106079,1.3551199436187744,1.3560600280761719,0,,,,
2023-01-02 12:00:00+00:00,1.357300043106079,1.357300043106079,1.357800006866455,1.3560999631881714,1.3568799495697021,0,,,,
2023-01-02 13:00:00+00:00,1.357100009918213,1.357100009918213,1.3580000400543213,1.3569400310516357,1.357509970664978,0,,76.5828913400756,,
2023-01-02 14:00:00+00:00,1.357100009918213,1.357100009918213,1.3579399585723877,1.3564900159835815,1.3573600053787231,0,,76.5828913400756,,
2023-01-02 15:00:00+00:00,1.3562999963760376,1.3562999963760376,1.3575999736785889,1.3559199571609497,1.3572299480438232,0,,65.55875473382709,,
2023-01-02 16:00:00+00:00,1.3566999435424805,1.3566999435424805,1.3573999404907227,1.35548996925354,1.3565000295639038,0,,68.03597306115674,,
2023-01-02 17:00:00+00:00,1.357100009918213,1.357100009918213,1.3576099872589111,1.3560999631881714,1.3565000295639038,0,,70.33450797919116,,
2023-01-02 18:00:00+00:00,1.3569899797439575,1.3569899797439575,1.3583500385284424,1.3564000129699707,1.3569400310516357,0,,68.86771202071952,,
2023-01-02 19:00:00+00:00,1.357200026512146,1.357200026512146,1.357800006866455,1.3566800355911255,1.3570499420166016,0,,70.1475927357202,1.3586353336287897,1.3526096548126774
2023-01-02 20:00:00+00:00,1.3568400144577026,1.3568400144577026,1.3574999570846558,1.3567999601364136,1.357100009918213,0,,65.20002296760563,1.3585069301645898,1.3531830546338417
2023-01-02 21:00:00+00:00,1.3571300506591797,1.3571300506591797,1.3581700325012207,1.3567999601364136,1.357100009918213,0,,67.2067289406644,1.3583071996540457,1.3538447926669686
2023-01-02 22:00:00+00:00,1.3566999435424805,1.3566999435424805,1.357300043106079,1.356600046157837,1.3571200370788574,0,,61.53953470671413,1.3582572404746753,1.3541547473068491
2023-01-02 23:00:00+00:00,1.3557000160217285,1.3557000160217285,1.357300043106079,1.3550000190734863,1.357300043106079,0,,50.81203514149445,1.3582041215609069,1.354307870893622
2023-01-03 00:00:00+00:00,1.3573800325393677,1.3573800325393677,1.3574399948120117,1.3553999662399292,1.3562899827957153,0,,62.606332496305,1.358320227200402,1.3543897718840707
2023-01-03 01:00:00+00:00,1.3610199689865112,1.3610199689865112,1.3618899583816528,1.357100009918213,1.35739004611969,0,,76.02158049249569,1.3593667848938327,1.3539752141601222
2023-01-03 02:00:00+00:00,1.357509970664978,1.357509970664978,1.361899971961975,1.357100009918213,1.3609700202941895,0,,55.386631915451396,1.3594240818489494,1.354138919306904
2023-01-03 03:00:00+00:00,1.3542200326919556,1.3542200326919556,1.357509970664978,1.353600025177002,1.3574999570846558,0,,43.47499338696935,1.3594211819040718,1.354143821967846
2023-01-03 04:00:00+00:00,1.3552000522613525,1.3552000522613525,1.3553999662399292,1.353700041770935,1.3541699647903442,0,,47.12307434359955,1.359335394759257,1.3543106118249106
2023-01-03 05:00:00+00:00,1.3561700582504272,1.3561700582504272,1.3570300340652466,1.354599952697754,1.355329990386963,0,,50.526533464200654,1.3593306821963236,1.354346330724056
2023-01-03 06:00:00+00:00,1.3551100492477417,1.3551100492477417,1.3562999963760376,1.3549000024795532,1.3560999631881714,0,,46.968722178972406,1.3593754586947786,1.3542015614735257
2023-01-03 07:00:00+00:00,1.3536299467086792,1.3536299467086792,1.3552199602127075,1.3518999814987183,1.3549000024795532,0,,42.471653616229574,1.3595466253333293,1.353693390173415
2023-01-03 08:00:00+00:00,1.3613500595092773,1.3613500595092773,1.3614599704742432,1.3528000116348267,1.3536100387573242,0,,62.59098556664564,1.3603978760283786,1.3532471411186857
