Datetime,Adj Close_USDCHF=X,Close_USDCHF=X,High_USDCHF=X,Low_USDCHF=X,Open_USDCHF=X,Volume_USDCHF=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,0.9236000180244446,0.9236000180244446,0.9247999787330627,0.9231200218200684,0.9233400225639343,0,,,,
2023-01-02 01:00:00+00:00,0.9239400029182434,0.9239400029182434,0.9244999885559082,0.9228600263595581,0.923799991607666,0,,,,
2023-01-02 02:00:00+00:00,0.9241999983787537,0.9241999983787537,0.9246000051498413,0.9234399795532227,0.9243999719619751,0,,,,
2023-01-02 03:00:00+00:00,0.9236999750137329,0.9236999750137329,0.9246000051498413,0.9236099720001221,0.9243999719619751,0,,,,
2023-01-02 04:00:00+00:00,0.923799991607666,0.923799991607666,0.9243999719619751,0.9223700165748596,0.9242200255393982,0,,,,
2023-01-02 05:00:00+00:00,0.9238200187683105,0.9238200187683105,0.9243999719619751,0.9231799840927124,0.923770010471344,0,,,,
2023-01-02 06:00:00+00:00,0.92330002784729,0.92330002784729,0.9246000051498413,0.9226099848747253,0.9240599870681763,0,,,,
2023-01-02 07:00:00+00:00,0.9220600128173828,0.9220600128173828,0.9259999990463257,0.9210500121116638,0.9231100082397461,0,,,,
2023-01-02 08:00:00+00:00,0.9245700240135193,0.9245700240135193,0.9253000020980835,0.9213299751281738,0.9220200181007385,0,,,,
2023-01-02 09:00:00+00:00,0.9242600202560425,0.9242600202560425,0.9251000285148621,0.9230700135231018,0.924589991569519,0,,,,
2023-01-02 10:00:00+00:00,0.9242500066757202,0.9242500066757202,0.9246000051498413,0.9230499863624573,0.9243500232696533,0,,,,
2023-01-02 11:00:00+00:00,0.9240300059318542,0.9240300059318542,0.9243999719619751,0.922789990901947,0.9235299825668335,0,,,,
2023-01-02 12:00:00+00:00,0.923799991607666,0.923799991607666,0.9243999719619751,0.922760009765625,0.9240099787712097,0,,,,
2023-01-02 13:00:00+00:00,0.9239000082015991,0.9239000082015991,0.9243999719619751,0.9231399893760681,0.9239100217819214,0,,52.00128006339458,,
2023-01-02 14:00:00+00:00,0.9253100156784058,0.9253100156784058,0.9254000186920166,0.923259973526001,0.9238600134849548,0,,64.89434000973307,,
2023-01-02 15:00:00+00:00,0.925570011138916,0.925570011138916,0.9258000254631042,0.924589991569519,0.9251999855041504,0,,66.6720619207538,,
2023-01-02 16:00:00+00:00,0.9255800247192383,0.9255800247192383,0.9258000254631042,0.9244599938392639,0.9256200194358826,0,,66.74191607066025,,
2023-01-02 17:00:00+00:00,0.925599992275238,0.925599992275238,0.9257000088691711,0.9248999953269958,0.9254699945449829,0,,66.89093822891968,,
2023-01-02 18:00:00+00:00,0.9254999756813049,0.9254999756813049,0.9257000088691711,0.9251000285148621,0.9254000186920166,0,,65.31230774057951,,
2023-01-02 19:00:00+00:00,0.9239400029182434,0.9239400029182434,0.9259999990463257,0.9238600134849548,0.925570011138916,0,,46.77163803614108,0.9259970631267317,0.9224759493206255
