Datetime,Adj Close_GBPUSD=X,Close_GBPUSD=X,High_GBPUSD=X,Low_GBPUSD=X,Open_GBPUSD=X,Volume_GBPUSD=X,VWAP,RSI,BB_Upper,BB_Lower
2023-01-02 00:00:00+00:00,1.209160566329956,1.209160566329956,1.2111228704452515,1.208503007888794,1.2108736038208008,0,,,,
2023-01-02 01:00:00+00:00,1.2087513208389282,1.2087513208389282,1.209848165512085,1.208444595336914,1.2087806463241577,0,,,,
2023-01-02 02:00:00+00:00,1.2070151567459106,1.2070151567459106,1.2088828086853027,1.2070151567459106,1.2088243961334229,0,,,,
2023-01-02 03:00:00+00:00,1.2067092657089233,1.2067092657089233,1.208473801612854,1.206607460975647,1.2070151567459106,0,,,,
2023-01-02 04:00:00+00:00,1.208342432975769,1.208342432975769,1.208546757698059,1.206607460975647,1.206607460975647,0,,,,
2023-01-02 05:00:00+00:00,1.2081818580627441,1.2081818580627441,1.2086929082870483,1.207423210144043,1.2086929082870483,0,,,,
2023-01-02 06:00:00+00:00,1.2086198329925537,1.2086198329925537,1.2086198329925537,1.206796646118164,1.2081526517868042,0,,,,
2023-01-02 07:00:00+00:00,1.2064763307571411,1.2064763307571411,1.208795189857483,1.2061853408813477,1.208795189857483,0,,,,
2023-01-02 08:00:00+00:00,1.2056035995483398,1.2056035995483398,1.2076127529144287,1.2052258253097534,1.206752896308899,0,,,,
2023-01-02 09:00:00+00:00,1.2046886682510376,1.2046886682510376,1.2059379816055298,1.2046886682510376,1.2047321796417236,0,,,,
2023-01-02 10:00:00+00:00,1.2052114009857178,1.2052114009857178,1.205574631690979,1.2046306133270264,1.204848289489746,0,,,,
2023-01-02 11:00:00+00:00,1.205153226852417,1.205153226852417,1.2055310010910034,1.2050515413284302,1.2052838802337646,0,,,,
2023-01-02 12:00:00+00:00,1.205269455909729,1.205269455909729,1.205429196357727,1.2051095962524414,1.2051677703857422,0,,,,
2023-01-02 13:00:00+00:00,1.2050515413284302,1.2050515413284302,1.2053565979003906,1.2050515413284302,1.2052114009857178,0,,28.40940315436785,,
2023-01-02 14:00:00+00:00,1.2052258253097534,1.2052258253097534,1.205429196357727,1.205036997795105,1.2050660848617554,0,,30.68334884034762,,
2023-01-02 15:00:00+00:00,1.204949975013733,1.204949975013733,1.2053711414337158,1.204949975013733,1.2052258253097534,0,,29.107447956604332,,
2023-01-02 16:00:00+00:00,1.20480477809906,1.20480477809906,1.2049208879470825,1.2041518688201904,1.2042824029922485,0,,28.284001048507534,,
2023-01-02 17:00:00+00:00,1.204529047012329,1.204529047012329,1.2051095962524414,1.204529047012329,1.2047176361083984,0,,26.737112566011774,,
2023-01-02 18:00:00+00:00,1.2046741247177124,1.2046741247177124,1.2049354314804077,1.204529047012329,1.204833745956421,0,,28.93926552876357,,
2023-01-02 19:00:00+00:00,1.2046595811843872,1.2046595811843872,1.20480477809906,1.2044129371643066,1.2047902345657349,0,,28.845660780689684,1.20929887923519,1.2030089196272673
2023-01-02 20:00:00+00:00,1.205690860748291,1.205690860748291,1.2058508396148682,1.204601526260376,1.204761266708374,0,,42.93970296257863,1.2088097923869328,1.2031510359173578
2023-01-02 21:00:00+00:00,1.2049354314804077,1.2049354314804077,1.2054146528244019,1.2046160697937012,1.2049789428710938,0,,37.13685285613847,1.2083474672291286,1.20323177213931
2023-01-02 22:00:00+00:00,1.2048773765563965,1.2048773765563965,1.2052838802337646,1.204485535621643,1.2052838802337646,0,,36.726093944148566,1.2082052160183183,1.2031602453311692
2023-01-02 23:00:00+00:00,1.20638906955719,1.20638906955719,1.207292079925537,1.2049063444137573,1.2049063444137573,0,,51.70534739294027,1.2081669078883384,1.2031665338459756
2023-01-03 00:00:00+00:00,1.2056617736816406,1.2056617736816406,1.2064327001571655,1.2047467231750488,1.2063162326812744,0,,46.05616610037875,1.2077114934549646,1.2033538823499366
2023-01-03 01:00:00+00:00,1.2049208879470825,1.2049208879470825,1.2055891752243042,1.2036012411117554,1.2047176361083984,0,,41.126711938852445,1.2071895552475116,1.2035497235458235
2023-01-03 02:00:00+00:00,1.207962989807129,1.207962989807129,1.2082256078720093,1.205036997795105,1.205036997795105,0,,60.03931111786017,1.2069305728999633,1.2037430215748293
2023-01-03 03:00:00+00:00,1.2073503732681274,1.2073503732681274,1.208342432975769,1.2070151567459106,1.2081526517868042,0,,56.128927878789554,1.207136538006388,1.203624460719503
2023-01-03 04:00:00+00:00,1.2073066234588623,1.2073066234588623,1.2085322141647339,1.2071171998977661,1.2075691223144531,0,,55.849176313989034,1.2074115963133414,1.2035197048036022
2023-01-03 05:00:00+00:00,1.2068549394607544,1.2068549394607544,1.2076857089996338,1.2064036130905151,1.207423210144043,0,,52.91678162190367,1.2075752292190738,1.2035726990188413
2023-01-03 06:00:00+00:00,1.2059526443481445,1.2059526443481445,1.207423210144043,1.2059234380722046,1.2071462869644165,0,,47.54621414222316,1.2076115154577065,1.2036105371164514
2023-01-03 07:00:00+00:00,1.202515721321106,1.202515721321106,1.2077147960662842,1.202515721321106,1.2065054178237915,0,,33.57012646204355,1.2078888520437374,1.2030694499772894
2023-01-03 08:00:00+00:00,1.191525936126709,1.191525936126709,1.2029786109924316,1.191525936126709,1.2029496431350708,0,,16.68315169186424,1.2113377723311576,1.198246177711567
2023-01-03 09:00:00+00:00,1.192079782485962,1.192079782485962,1.1943435668945312,1.1902352571487427,1.1911143064498901,0,,18.89736087998824,1.2127149266156416,1.195571847542836
2023-01-03 10:00:00+00:00,1.190929889678955,1.190929889678955,1.1935025453567505,1.1906321048736572,1.1925488710403442,0,,17.83744546308283,1.2137296834665525,1.1931274971288452
2023-01-03 11:00:00+00:00,1.1932319402694702,1.1932319402694702,1.194472074508667,1.190773844718933,1.1907881498336792,0,,26.70104316074253,1.2140261946815343,1.1916591824394376
2023-01-03 12:00:00+00:00,1.1954429149627686,1.1954429149627686,1.197418451309204,1.192477822303772,1.1931322813034058,0,,34.058816903247475,1.2139666502316004,1.1907825405757422
2023-01-03 13:00:00+00:00,1.199529767036438,1.199529767036438,1.200552225112915,1.1950572729110718,1.195757508277893,0,,45.04075988022053,1.2137356642819268,1.1905135985278268
